Store ID,Store Name,Business ID,Merchant Store ID,Payout Date,Currency,Subtotal,Subtotal Tax Passed by DoorDash to Merchant,Commission,Commission Tax,Drive Charge,Marketing Fees (for historical reference only) | (All discounts and fees),Marketing Fee Tax (for historical reference only) | (Taxes on any applicable marketing fees),Alcohol Flat Fee,Alcohol Flat Fee Tax,Bag Fee,Bag Fee Tax,Cup Fee,Cup Fee Tax,Snap Ebt Discount,Error Charges,Adjustments | (for historical reference only),Total Before Adjustments,Net Payout,Transactions Start Local Date,Transactions End Local Date,Transactions Start UTC Date,Transactions End UTC Date,Payout ID,Payout Status,Tax Remitted by DoorDash to State,Printer Fee,Tablet Fee,Payment Processing Fee,Delivery Order Fee,Pickup Order Fee,Subscription Fee,Customer Discounts from Marketing | (Funded by You),Customer Discounts from Marketing | (Funded by DoorDash),Customer Discounts from Marketing | (Funded by a Third-party),Marketing Fees | (Including any applicable taxes),DoorDash Marketing Credit,Third-party Contribution,Adjustments
946258,McDonald's (2401-TURNERSVILLE),5579,2401,2025-06-16,USD,5140.28,312.58,615.72,0.00,0.00,422.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.14,29.32,4364.89,4394.21,2025-06-09,2025-06-16,2025-06-09,2025-06-16,491413919,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-422.11,-92.88,0.00,0.00,92.88,0.00,29.32
946269,McDonald's (4884-WILLIAMSTOWN),5579,4884,2025-06-16,USD,13150.43,812.54,1630.44,0.00,0.00,886.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.80,63.36,11285.81,11349.17,2025-06-09,2025-06-15,2025-06-09,2025-06-16,491419803,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-886.92,-101.23,-12.98,0.00,101.23,12.98,63.36
1544219,McDonald's (22137 - WRIGHTSTOWN),5579,22137,2025-06-16,USD,4121.75,254.70,491.94,0.00,0.00,277.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.17,20.15,3551.20,3571.35,2025-06-09,2025-06-15,2025-06-09,2025-06-16,491412751,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-277.14,-44.09,0.00,0.00,44.09,0.00,20.15
1544237,"McDonald's (21452 - RT 545, BROWNS MILLS)",5579,21452,2025-06-16,USD,9067.93,557.62,1092.50,0.00,0.00,650.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.97,41.53,7808.39,7849.92,2025-06-09,2025-06-16,2025-06-09,2025-06-16,491414193,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-650.69,-80.53,0.00,0.00,80.53,0.00,41.53
657157,McDonald's (1447-LINDNWLD-W HORSE),5579,1447,2025-06-09,USD,13233.28,832.93,1656.33,0.00,0.00,662.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192.46,67.69,11555.20,11622.89,2025-06-02,2025-06-09,2025-06-02,2025-06-09,489667813,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-662.22,-156.87,0.00,0.00,156.87,0.00,67.69
659406,McDonald's (4592-OCEAN CITY),5579,4592,2025-06-09,USD,2730.35,167.88,316.74,0.00,0.00,196.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.63,2385.26,2397.89,2025-06-02,2025-06-08,2025-06-02,2025-06-09,489661299,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-196.23,-20.27,0.00,0.00,20.27,0.00,12.63
946236,McDonald's (12008-CROSS KEYS),5579,12008,2025-06-09,USD,5749.51,365.08,733.33,0.00,0.00,239.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.89,31.32,5092.87,5124.19,2025-06-02,2025-06-08,2025-06-02,2025-06-09,489661804,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-239.50,-48.96,0.00,0.00,48.96,0.00,31.32
946241,McDonald's (18170-NO WOODBURY),5579,18170,2025-06-09,USD,9265.74,579.81,1160.75,0.00,0.00,512.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213.75,41.39,7959.01,8000.40,2025-06-02,2025-06-08,2025-06-02,2025-06-09,489664708,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-512.04,-111.72,0.00,0.00,111.72,0.00,41.39
946252,McDonald's (18576-WINSLOW),5579,18576,2025-06-09,USD,3842.16,242.60,525.75,0.00,0.00,180.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.16,18.83,3291.75,3310.58,2025-06-02,2025-06-08,2025-06-02,2025-06-08,489656732,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-180.10,-20.01,-7.86,0.00,20.01,7.86,18.83
946258,McDonald's (2401-TURNERSVILLE),5579,2401,2025-06-09,USD,5863.62,367.30,731.38,0.00,0.00,319.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169.75,25.26,5010.12,5035.38,2025-06-02,2025-06-08,2025-06-02,2025-06-09,489657937,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-319.67,-45.48,0.00,0.00,45.48,0.00,25.26
946269,McDonald's (4884-WILLIAMSTOWN),5579,4884,2025-06-09,USD,12672.81,799.07,1611.05,0.00,0.00,614.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,204.93,66.55,11041.53,11108.08,2025-06-02,2025-06-08,2025-06-02,2025-06-09,489665294,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-614.37,-177.53,-10.00,0.00,177.53,10.00,66.55
1544219,McDonald's (22137 - WRIGHTSTOWN),5579,22137,2025-06-09,USD,4030.79,256.13,494.65,0.00,0.00,165.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.92,20.13,3584.73,3604.86,2025-06-02,2025-06-08,2025-06-02,2025-06-09,489669058,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-165.62,-55.01,0.00,0.00,55.01,0.00,20.13
1544237,"McDonald's (21452 - RT 545, BROWNS MILLS)",5579,21452,2025-06-09,USD,8306.96,523.63,1026.68,0.00,0.00,402.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.92,42.58,7340.67,7383.25,2025-06-02,2025-06-08,2025-06-02,2025-06-09,489662469,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-402.32,-108.66,-22.40,0.00,108.66,22.40,42.58
657157,McDonald's (1447-LINDNWLD-W HORSE),5579,1447,2025-06-02,USD,13537.12,887.48,1774.04,0.00,0.00,142.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252.19,71.07,12255.77,12326.84,2025-05-26,2025-06-01,2025-05-26,2025-06-02,487909572,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-142.60,-176.95,0.00,0.00,176.95,0.00,71.07
659406,McDonald's (4592-OCEAN CITY),5579,4592,2025-06-02,USD,2782.23,180.90,353.38,0.00,0.00,51.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,19.66,2532.72,2552.38,2025-05-26,2025-06-01,2025-05-26,2025-06-02,487906788,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-51.03,-22.18,0.00,0.00,22.18,0.00,19.66
946236,McDonald's (12008-CROSS KEYS),5579,12008,2025-06-02,USD,6264.48,408.49,822.79,0.00,0.00,99.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.50,33.47,5621.22,5654.69,2025-05-26,2025-06-01,2025-05-26,2025-06-02,487906575,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-99.46,-130.41,0.00,0.00,130.41,0.00,33.47
946241,McDonald's (18170-NO WOODBURY),5579,18170,2025-06-02,USD,8278.81,537.09,1076.05,0.00,0.00,171.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.22,44.62,7420.27,7464.89,2025-05-26,2025-06-01,2025-05-26,2025-06-02,487907146,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-171.36,-110.04,0.00,0.00,110.04,0.00,44.62
946252,McDonald's (18576-WINSLOW),5579,18576,2025-06-02,USD,3765.03,247.96,533.87,0.00,0.00,21.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.19,125.82,3333.36,3459.18,2025-05-26,2025-06-01,2025-05-26,2025-06-02,487910300,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.57,-96.71,0.00,0.00,96.71,0.00,125.82
946258,McDonald's (2401-TURNERSVILLE),5579,2401,2025-06-02,USD,5052.71,329.99,652.34,0.00,0.00,71.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.28,24.42,4596.68,4621.10,2025-05-26,2025-06-01,2025-05-26,2025-06-02,487903515,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-71.40,-65.62,0.00,0.00,65.62,0.00,24.42
946269,McDonald's (4884-WILLIAMSTOWN),5579,4884,2025-06-02,USD,13310.04,867.58,1759.01,0.00,0.00,213.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,218.84,59.13,11986.47,12045.60,2025-05-26,2025-06-01,2025-05-26,2025-06-02,487902744,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-213.30,-203.08,0.00,0.00,203.08,0.00,59.13
1544219,McDonald's (22137 - WRIGHTSTOWN),5579,22137,2025-06-02,USD,4026.42,263.52,519.05,0.00,0.00,49.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.21,60.39,3648.55,3708.94,2025-05-26,2025-06-01,2025-05-26,2025-06-02,487899610,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-49.13,-44.31,0.00,0.00,44.31,0.00,60.39
1544237,"McDonald's (21452 - RT 545, BROWNS MILLS)",5579,21452,2025-06-02,USD,8515.88,554.75,1085.43,0.00,0.00,142.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162.59,107.34,7680.51,7787.85,2025-05-26,2025-06-01,2025-05-26,2025-06-02,487903881,PAID,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-142.10,-116.07,-27.99,0.00,116.07,27.99,107.34
